id,character_id,sale_date,amount,verstamp
107,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,4,0x00002223
108,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,15,0x00002224
109,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,13,0x00002225
110,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,14,0x00002226
111,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,14,0x00002227
112,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,2,0x00002228
113,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,3,0x00002229
114,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,16,0x0000222a
115,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,11,0x0000222b
116,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,8,0x0000222c
117,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,10,0x0000222d
118,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,6,0x0000222e
119,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,5,0x00002a24
120,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,2,0x00002a25
121,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,3,0x00002a26
122,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,5,0x00002a27
123,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,3,0x00002a28
124,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,12,0x00002a29
125,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,12,0x00002a2a
126,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,8,0x00002a2b
127,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,5,0x00002a2c
128,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,2,0x00002a2d
129,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,5,0x00002a2e
130,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,3,0x00002a2f
131,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,1,0x000031ef
132,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,1,0x000031f0
133,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,8,0x000031f1
134,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,6,0x000031f2
135,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,8,0x000031f3
136,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,12,0x000031f4
137,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,12,0x000031f5
138,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,3,0x000031f6
139,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,4,0x000031f7
140,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,1,0x000031f8
141,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,16,0x000031f9
142,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,7,0x000031fa
143,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,14,0x00003644
144,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,7,0x00003645
145,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,15,0x00003646
146,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,14,0x00003647
147,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,13,0x00003648
148,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,4,0x00003649
149,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,1,0x0000364a
150,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,16,0x0000364b
151,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,7,0x0000364c
152,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,10,0x0000364d
153,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,3,0x0000364e
154,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,13,0x0000364f
155,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,11,0x00003650
156,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,13,0x00003651
157,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,3,0x00003652
158,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,8,0x00003653
159,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,2,0x00003654
160,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,2,0x00003655
161,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,10,0x00003656
162,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,9,0x00003657
163,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,11,0x00003658
164,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,11,0x00003659
165,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,1,0x0000365a
166,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,7,0x0000365b
167,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,1,0x0000365c
168,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,10,0x0000365d
169,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,14,0x0000365e
170,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,16,0x0000365f
171,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,13,0x00003660
172,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,15,0x00003661
173,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,6,0x00003662
174,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,2,0x00003663
175,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,15,0x00003664
176,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,6,0x00003665
177,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,10,0x00003666
178,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,10,0x00003667
179,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,2,0x00003668
180,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,4,0x00003669
181,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,14,0x0000366a
182,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,12,0x0000366b
183,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,16,0x0000366c
184,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,12,0x0000366d
185,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,16,0x0000366e
186,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,3,0x0000366f
187,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,1,0x00003670
188,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,5,0x00003671
189,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,15,0x00003672
190,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,12,0x00003673
191,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,8,0x00003674
192,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,5,0x00003675
193,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,14,0x00003676
194,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,9,0x00003677
195,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,16,0x00003678
196,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,5,0x00003913
197,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,16,0x00003e7c
198,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,1,0x00003e7d
199,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,14,0x00003e7e
200,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,2,0x00003e7f
201,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,14,0x00003e80
202,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,13,0x00003e81
203,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,2,0x00003e82
204,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,7,0x00003e83
205,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,11,0x00003e84
206,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,15,0x00003e85
207,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,3,0x00003e86
208,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,12,0x00003e87
209,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,12,0x0000401d
210,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,12,0x0000401e
211,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,14,0x0000401f
212,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,16,0x00004020
213,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,9,0x00004021
214,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,11,0x00004022
215,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,5,0x00004023
216,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,11,0x00004024
217,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,12,0x00004025
218,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,2,0x00004026
219,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,4,0x00004027
220,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,6,0x00004028
221,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,7,0x00004029
222,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,14,0x0000402a
223,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,10,0x0000478e
224,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,1,0x0000478f
225,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,2,0x00004790
226,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,14,0x00004791
227,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-01,9,0x00004792
228,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-01,6,0x00004793
229,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-01,11,0x00004794
230,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,11,0x00004795
231,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,2,0x00004796
232,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,3,0x00004797
233,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,8,0x00004798
234,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,9,0x00004799
235,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,14,0x0000479a
236,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-01,14,0x0000479b
237,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-01,7,0x0000479c
238,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,4,0x0000479d
239,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,13,0x00004ee0
240,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,9,0x00004ee1
241,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-01,1,0x00004ee2
242,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,2,0x00004ee3
243,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,7,0x000050bd
244,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-01,12,0x000050be
245,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-01,1,0x000050bf
246,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-01,3,0x000050c0
247,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,10,0x000050c1
248,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,15,0x000050c2
249,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,8,0x000050c3
250,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,14,0x000050c4
251,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,13,0x000050c5
252,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,7,0x000050c6
253,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,4,0x000050c7
254,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,14,0x000050c8
255,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,5,0x000050c9
256,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,9,0x000050ca
257,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,1,0x000050cb
258,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,13,0x000054ce
259,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,4,0x000054cf
260,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,7,0x000054d0
261,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,1,0x000054d1
262,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,3,0x000054d2
263,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,9,0x000054d3
264,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,14,0x000054d4
265,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,2,0x000054d5
266,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,3,0x000054d6
267,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,14,0x000054d7
268,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,4,0x000054d8
269,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-02,10,0x000054d9
270,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,13,0x000054da
271,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,11,0x000054db
272,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,2,0x000054dc
273,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,2,0x00005591
274,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,14,0x00005592
275,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-02,14,0x00005593
276,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-02,7,0x00005594
277,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-02,14,0x00005595
278,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,8,0x00005596
279,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,3,0x00005597
280,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,8,0x00005c94
281,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,7,0x00005c95
282,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,5,0x00005c96
283,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,9,0x00005c97
284,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-02,12,0x00005c98
285,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,7,0x00005c99
286,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,1,0x00005c9a
287,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,13,0x00005c9b
288,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,4,0x00006118
289,9e3f7ce4-b9a7-4244-b709-dae5c1f1d4a8,2023-01-02,10,0x00006119
290,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,4,0x0000611a
291,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,8,0x0000611b
292,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,10,0x0000611c
293,af95bd8a-dfae-45bb-bc69-533860d34129,2023-01-02,8,0x0000611d
294,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,12,0x0000611e
295,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-02,4,0x0000611f
296,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,15,0x00006120
297,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-02,12,0x00006121
298,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,14,0x00006122
299,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,7,0x00006123
300,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,16,0x00006124
301,4c7e6819-a91a-45b2-a454-f931e4a7cce3,2023-01-02,5,0x0000615b
302,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,1,0x0000615c
303,6afb1960-febd-418d-b604-e50c1b59459b,2023-01-02,13,0x0000615d
304,c3b1f9a5-b87b-48bf-b00d-95b093ea6390,2023-01-02,10,0x0000615e
305,861c4cde-2f0f-4796-8d8f-9492e74b2573,2023-01-02,8,0x0000615f
306,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,16,0x00006160
307,8f9aa40b-5d7c-441e-ad32-4564ecda3b70,2023-01-02,14,0x00006161
308,d5c4daa3-c726-426a-aa98-fb40f3fba816,2023-01-02,13,0x00006162
309,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,10,0x00006163
310,3569d265-bd27-44d8-88e8-82fb0a848374,2023-01-02,9,0x000067ad
